title,genre,overview
Horizon Line,"['Thriller', 'Adventure']","['couple', 'flying', 'small', 'plane', 'attend', 'tropical', 'island', 'wedding', 'must', 'fight', 'lives', 'pilot', 'suffers', 'heart', 'attack']"
Mara,"['Crime', 'Horror', 'Thriller']","['criminal', 'psychologist', 'kate', 'fuller', 'assigned', 'murder', 'man', 'seemingly', 'strangled', 'sleep', 'wife', 'witness', 'eightyearold', 'daughter', 'sophie', 'kate', 'digs', 'mystery', 'ancient', 'demon', 'kills', 'people', 'sleep', 'experiences', 'petrifying', 'symptoms', 'previous', 'victims', 'spirals', 'chilling', 'nightmare', 'save', 'sophie', 'dares', 'fall', 'asleep']"
Noah,"['Drama', 'Adventure']","['man', 'suffers', 'visions', 'apocalyptic', 'deluge', 'takes', 'measures', 'protect', 'family', 'coming', 'flood']"
The Last Exorcism,"['Horror', 'Thriller', 'Mystery']","['years', 'performing', '“', 'exorcisms', '”', 'taking', 'believers', '’', 'money', 'reverend', 'marcus', 'travels', 'rural', 'louisiana', 'film', 'crew', 'dispel', 'believes', 'myth', 'demonic', 'possession', 'dynamic', 'reverend', 'certain', 'another', 'routine', '“', 'exorcism', '”', 'disturbed', 'religious', 'fanatic', 'instead', 'comes', 'upon', 'bloodsoaked', 'farm', 'sweetzer', 'family', 'true', 'evil', 'would', 'never', 'thought', 'imaginable']"
Drop Zone,"['Action', 'Thriller']","['daring', 'prison', 'break', 'airliner', '30000', 'feet', 'leaves', 'us', 'marshal', 'pete', 'nessip', 'mourning', 'brother', 'gunning', 'revenge', 'ordered', 'turn', 'badge', 'seeks', 'jessie', 'crossman', 'noted', 'skydiver', 'offers', 'sponsor', 'crew', 'annual', 'independence', 'day', 'parachuting', 'show', 'washington', 'dc', 'trains', 'meanwhile', 'mastermind', 'behind', 'midair', 'jailbreak', 'planning', 'daring', 'computer', 'theft', 'independence', 'day']"
Acts of Violence,"['Action', 'Crime', 'Thriller']","['fiancee', 'kidnapped', 'human', 'traffickers', 'roman', 'exmilitary', 'brothers', 'set', 'track', 'save', 'late', 'along', 'way', 'roman', 'teams', 'avery', 'cop', 'investigating', 'human', 'trafficking', 'fighting', 'corrupt', 'bureaucracy', 'harmful', 'intentions']"
The Incredible Burt Wonderstone,['Comedy'],"['breaking', 'longtime', 'stage', 'partner', 'famous', 'jaded', 'vegas', 'magician', 'fights', 'relevance', 'new', 'hip', 'street', 'magician', 'appears', 'scene']"
The Pact,"['Horror', 'Mystery', 'Thriller']","['mother', 'passes', 'away', 'sisters', 'nicole', 'annie', 'reluctantly', 'return', 'childhood', 'home', 'pay', 'last', 'respects', 'staying', 'overnight', 'house', 'sisters', 'sense', 'mysterious', 'presence', 'midst', 'noises', 'startling', 'night', 'objects', 'moving', 'fallen', 'picture', 'unknown', 'woman', 'posed', 'next', 'mother', 'annie', 'begins', 'experiencing', 'series', 'intense', 'disturbing', 'dreams', 'visions', 'lead', 'uncover', 'something', 'terrible', 'mothers', 'past', 'finally', 'revealing']"
Cockneys vs Zombies,"['Comedy', 'Horror']","['group', 'cockneys', 'arm', 'rescue', 'elderly', 'relative', 'retirement', 'home', 'friends', 'trapped', 'fighting', 'zombie', 'attack', 'zombie', 'apocalypse', 'east', 'end', 'london']"
Bulletproof,"['Comedy', 'Crime', 'Action']","['undercover', 'police', 'officer', 'named', 'rock', 'keats', 'befriends', 'drug', 'dealer', 'car', 'thief', 'named', 'archie', 'moses', 'bid', 'catch', 'villainous', 'drug', 'lord', 'frank', 'coltan', 'problem', 'keats', 'cop', 'real', 'name', 'jack', 'carter', 'working', 'undercover', 'lapd', 'bust', 'moses', 'colton', 'sting', 'operation', 'lapd', 'set']"
Pathology,"['Crime', 'Horror', 'Thriller']","['medical', 'student', 'ted', 'grey', 'graduates', 'top', 'class', 'quickly', 'joins', 'elite', 'pathology', 'program', 'whose', 'top', 'students', 'invite', 'circle', 'uncovers', 'gruesome', 'secret', 'play', 'game', 'one', 'tries', 'commit', 'perfect', 'undetectable', 'murder', 'others', 'compete', 'determine', 'victims', 'cause', 'death']"
Immortal,"['Drama', 'Action', 'Science Fiction']","['distant', 'future', 'earth', 'occupied', 'ancient', 'gods', 'genetically', 'altered', 'humans', 'god', 'sentenced', 'death', 'seeks', 'new', 'human', 'host', 'woman', 'bear', 'child']"
Amityville II: The Possession,['Horror'],"['anthony', 'dolores', 'montelli', 'along', 'four', 'children', 'move', 'dream', 'house', 'amityville', 'immediately', 'plagued', 'string', 'paranormal', 'experiences', 'abusive', 'anthony', 'wrongly', 'places', 'blame', 'children', 'physically', 'lashing', 'dolores', 'recruits', 'local', 'catholic', 'priest', 'exorcise', 'house']"
Beyond the Black Rainbow,"['Science Fiction', 'Horror', 'Mystery']","['deep', 'within', 'mysterious', 'arboria', 'institute', 'disturbed', 'beautiful', 'girl', 'held', 'captive', 'doctor', 'search', 'inner', 'peace', 'mind', 'controlled', 'sinister', 'technology', 'silently', 'waits', 'next', 'session', 'deranged', 'therapist', 'dr', 'barry', 'nyle', 'hopes', 'escape', 'must', 'journey', 'darkest', 'reaches', 'institute', 'nyle', 'wonʼt', 'easily', 'part', 'gifted', 'dangerous', 'creation']"
The Texas Chainsaw Massacre 2,['Horror'],"['chainsawwielding', 'maniac', 'leatherface', 'cannibalistic', 'ways', 'along', 'rest', 'twisted', 'clan', 'including', 'equally', 'disturbed', 'choptop', 'time', 'masked', 'killer', 'set', 'sights', 'pretty', 'disc', 'jockey', 'vanita', 'stretch', 'brock', 'teams', 'texas', 'lawman', 'lefty', 'enright', 'battle', 'psychopath', 'family', 'deep', 'within', 'lair', 'macabre', 'abandoned', 'amusement', 'park']"
3 Ninjas,"['Family', 'Action', 'Adventure', 'Comedy']","['year', 'three', 'brothers', 'samuel', 'jeffrey', 'michael', 'douglas', 'visits', 'japanese', 'grandfather', 'mori', 'shintaro', 'boys', 'affectionately', 'refer', 'grandpa', 'summer', 'mori', 'highly', 'skilled', 'fields', 'martial', 'arts', 'ninjutsu', 'years', 'trained', 'boys', 'techniques', 'organized', 'crime', 'ring', 'proves', 'much', 'fbi', 'time', '3', 'brother', 'ninjas', 'use', 'martial', 'arts', 'skills', 'team', 'battle', 'crime', 'ring', 'outwit', 'persistent', 'kidnappers']"
The House Bunny,"['Romance', 'Comedy']","['shelley', 'living', 'carefree', 'life', 'rival', 'gets', 'tossed', 'playboy', 'mansion', 'nowhere', 'go', 'fate', 'delivers', 'sorority', 'girls', 'zeta', 'alpha', 'zeta', 'unless', 'sign', 'new', 'pledge', 'class', 'seven', 'socially', 'clueless', 'women', 'lose', 'house', 'scheming', 'girls', 'phi', 'iota', 'mu', 'order', 'accomplish', 'goal', 'need', 'shelley', 'teach', 'ways', 'makeup', 'men', 'time', 'shelley', 'needs', 'zetas', 'sense', 'individuality', 'combination', 'leads', 'girls', 'learn', 'stop', 'pretending', 'start']"
Tremors 4: The Legend Begins,"['Action', 'Comedy', 'Horror', 'Western']","['prequel', 'bonechilling', 'tremors', 'begins', 'town', 'rejection', 'nev', '1889', '17', 'men', 'die', 'mysterious', 'circumstances', 'spooked', 'recent', 'events', 'miners', 'populate', 'town', 'leave', 'droves', 'theres', 'nothing', 'left', 'shell', 'community', 'remaining', 'residents', 'get', 'bottom', 'deaths', 'must', 'eradicated', 'face', 'planet']"
Hudson Hawk,"['Action', 'Adventure', 'Comedy']","['eddie', 'hawkins', 'called', 'hudson', 'hawk', 'released', 'ten', 'years', 'prison', 'planning', 'spend', 'rest', 'life', 'honestly', 'crazy', 'mayflower', 'couple', 'blackmail', 'steal', 'works', 'leonardo', 'da', 'vinci', 'refuses', 'threaten', 'kill', 'friend', 'tommy']"
Reindeer Games,"['Thriller', 'Action', 'Crime']","['assuming', 'dead', 'cellmates', 'identity', 'get', 'girlfriend', 'excon', 'finds', 'reluctant', 'participant', 'casino', 'heist']"
Misconduct,"['Thriller', 'Drama', 'Mystery']","['ambitious', 'lawyer', 'finds', 'caught', 'power', 'struggle', 'corrupt', 'pharmaceutical', 'executive', 'firm', '’', 's', 'senior', 'partner', 'case', 'takes', 'deadly', 'turn', 'must', 'race', 'uncover', 'truth', 'loses', 'everything']"
"Legally Blonde 2: Red, White & Blonde","['Comedy', 'Romance']","['rising', 'young', 'lawyer', 'elle', 'woods', 'make', 'partner', 'firm', 'finds', 'dogs', 'relatives', 'used', 'cosmetic', 'test', 'subjects', 'heads', 'washington', 'dc', 'fight', 'animal', 'rights']"
American Pie Presents: Beta House,['Comedy'],"['erik', 'ryan', 'cooze', 'start', 'college', 'pledge', 'beta', 'house', 'fraternity', 'presided', 'none', 'legendary', 'dwight', 'stifler', 'chaos', 'ensues', 'fraternity', 'geeks', 'threatens', 'stop', 'debauchery', 'betas', 'make', 'stand', 'right', 'party']"
Sibyl,"['Drama', 'Comedy']","['sibyl', 'jaded', 'psychotherapist', 'returns', 'first', 'passion', 'writing', 'newest', 'patient', 'margot', 'troubled', 'upandcoming', 'actress', 'proves', 'source', 'inspiration', 'far', 'tempting', 'fascinated', 'almost', 'point', 'obsession', 'sibyl', 'becomes', 'involved', 'margot', '’', 's', 'tumultuous', 'life', 'reviving', 'volatile', 'memories', 'bring', 'face', 'face', 'past']"
Little Fockers,"['Comedy', 'Romance']","['taken', '10', 'years', 'two', 'little', 'fockers', 'wife', 'pam', 'countless', 'hurdles', 'greg', 'finally', 'get', 'tightly', 'wound', 'fatherinlaw', 'jack', 'cashstrapped', 'dad', 'takes', 'job', 'moonlighting', 'drug', 'company', 'jacks', 'suspicions', 'favorite', 'male', 'nurse', 'come', 'roaring', 'back', 'greg', 'pams', 'entire', 'clan', 'descends', 'twins', 'birthday', 'party', 'greg', 'must', 'prove', 'skeptical', 'jack', 'hes', 'fully', 'capable', 'man', 'house']"
Sherlock Gnomes,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure', 'Mystery']","['garden', 'gnomes', 'gnomeo', 'juliet', 'recruit', 'renown', 'detective', 'sherlock', 'gnomes', 'investigate', 'mysterious', 'disappearance', 'garden', 'ornaments']"
Some Kind of Beautiful,"['Comedy', 'Romance']","['day', 'richard', 'haig', 'successful', 'wellrespected', 'english', 'professor', 'renowned', 'trinity', 'college', 'cambridge', 'night', 'richard', 'indulges', 'romantic', 'fantasies', 'steady', 'stream', 'beautiful', 'undergraduates', 'richard', 'grown', 'tired', 'game', 'looking', 'something', 'meaningful', 'lasting', 'kate', 'richard', '’', 's', 'tanned', 'athletic', '25yearold', 'american', 'girlfriend', 'tells', 'pregnant', 'richard', 'thrilled', 'looks', 'forward', 'family', 'father', 'children', 'could', 'proud', 'sexfueled', 'bobcat', 'one', 'problem', 'richard', '’', 's', 'love', 'kate', 'richard', 'love', 'kate', '’', 's', 'sister', 'olivia', 'love', 'ever', 'since', 'first', 'saw']"
Darkness,['Horror'],"['teenage', 'girl', 'moves', 'remote', 'country', 'home', 'family', 'discover', 'gloomy', 'old', 'house', 'horrifying', 'past', 'threatens', 'destroy']"
OSS 117: From Africa with Love,"['Comedy', 'Adventure', 'Action']","['1981', 'hubert', 'bonisseur', 'de', 'la', 'bath', 'aka', 'oss', '117', 'back', 'new', 'mission', 'delicate', 'dangerous', 'torrid', 'ever', 'forced', 'team', 'young', 'new', 'colleague', 'promising', 'oss', '1001']"
12 Feet Deep,"['Thriller', 'Horror']","['two', 'sisters', 'trapped', 'fiberglass', 'cover', 'olympic', 'sized', 'public', 'pool', 'must', 'brave', 'cold', 'survive', 'harrowing', 'night']"
The Haunted Mansion,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']","['workaholic', 'jim', 'evers', 'wifebusiness', 'partner', 'sara', 'get', 'call', 'one', 'night', 'mansion', 'owner', 'edward', 'gracey', 'wants', 'sell', 'house', 'evers', 'family', 'arrive', 'mansion', 'torrential', 'thunderstorm', 'mysterious', 'origin', 'strands', 'brooding', 'eccentric', 'gracey', 'mysterious', 'butler', 'variety', 'residents', 'seen', 'unseen']"
High-Rise,['Drama'],"['life', 'residents', 'tower', 'block', 'begins', 'run', 'control']"
The Hunters,"['Adventure', 'TV Movie']","['imagine', 'mythical', 'artifacts', 'jasons', 'golden', 'fleece', 'cinderellas', 'glass', 'slippers', 'real', 'well', 'centuries', 'secret', 'society', 'called', 'hunters', 'sworn', 'protect', 'evil', 'force', 'called', 'krugen']"
Q,"['Crime', 'Horror', 'Mystery']","['new', 'york', 'police', 'bemused', 'reports', 'giant', 'flying', 'lizard', 'spotted', 'around', 'rooftops', 'new', 'york', 'lizard', 'starts', 'eat', 'people', 'outofwork', 'excon', 'person', 'knows', 'location', 'monsters', 'nest', 'determined', 'turn', 'knowledge', 'advantage', 'gamble', 'pay', 'end', 'lizard', 'food']"
Metro,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['roper', 'hostage', 'negotiator', 'catches', 'murderous', 'bank', 'robber', 'blown', 'heist', 'bank', 'robber', 'escapes', 'immediately', 'goes', 'man', 'put', 'behind', 'bars']"
Gods of Egypt,"['Action', 'Adventure', 'Fantasy']","['common', 'thief', 'joins', 'mythical', 'god', 'quest', 'egypt']"
Wild Card,"['Thriller', 'Crime', 'Action']","['las', 'vegas', 'bodyguard', 'lethal', 'skills', 'gambling', 'problem', 'gets', 'trouble', 'mob', 'one', 'last', 'play…', 'nothing']"
Hell Fest,"['Horror', 'Thriller']","['halloween', 'night', 'horror', 'theme', 'park', 'costumed', 'killer', 'begins', 'slaying', 'innocent', 'patrons', 'believe', 'part', 'festivities']"
Babylon A.D.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['veteranturnedmercenary', 'hired', 'take', 'young', 'woman', 'secret', 'postapocalyptic', 'eastern', 'europe', 'new', 'york', 'city']"
Love Wedding Repeat,"['Comedy', 'Romance']","['trying', 'make', 'sisters', 'wedding', 'day', 'go', 'smoothly', 'jack', 'finds', 'juggling', 'angry', 'exgirlfriend', 'uninvited', 'guest', 'secret', 'misplaced', 'sleep', 'sedative', 'girl', 'got', 'away', 'alternate', 'versions', 'day']"
Knight of Cups,"['Romance', 'Drama', 'Fantasy']","['rick', 'screenwriter', 'living', 'los', 'angeles', 'successful', 'career', 'life', 'feels', 'empty', 'haunted', 'confused', 'finds', 'temporary', 'solace', 'decadent', 'hollywood', 'excess', 'defines', 'existence', 'women', 'provide', 'distraction', 'daily', 'pain', 'every', 'encounter', 'brings', 'closer', 'finding', 'place', 'world']"
Cyborg,"['Science Fiction', 'Action', 'Thriller', 'Adventure']","['martial', 'artist', 'hunts', 'killer', 'plagueinfested', 'urban', 'dump', 'future']"
Firestarter,"['Science Fiction', 'Thriller', 'Horror']","['decade', 'parents', 'andy', 'vicky', 'run', 'desperate', 'hide', 'daughter', 'charlie', 'shadowy', 'federal', 'agency', 'wants', 'harness', 'unprecedented', 'gift', 'creating', 'fire', 'weapon', 'mass', 'destruction', 'andy', 'taught', 'charlie', 'defuse', 'power', 'triggered', 'anger', 'pain', 'charlie', 'turns', '11', 'fire', 'becomes', 'harder', 'harder', 'control', 'incident', 'reveals', 'familys', 'location', 'mysterious', 'operative', 'deployed', 'hunt', 'family', 'seize', 'charlie', 'charlie', 'plans']"
Runner Runner,"['Crime', 'Thriller', 'Drama']","['poor', 'college', 'student', 'cracks', 'online', 'poker', 'game', 'goes', 'bust', 'arranges', 'facetoface', 'man', 'thinks', 'cheated', 'sly', 'offshore', 'entrepreneur']"
The Maiden Heist,"['Comedy', 'Crime']","['comedy', 'centered', 'three', 'museum', 'security', 'guards', 'devise', 'plan', 'steal', 'back', 'artworks', 'become', 'attached', 'transferred', 'another', 'museum']"
9 Songs,"['Drama', 'Music', 'Romance']","['matt', 'young', 'glaciologist', 'soars', 'across', 'vast', 'silent', 'icebound', 'immensities', 'south', 'pole', 'recalls', 'love', 'affair', 'lisa', 'meet', 'mobbed', 'rock', 'concert', 'vast', 'music', 'hall', 'londons', 'brixton', 'academy', 'bed', 'nights', 'end', 'together', 'period', 'several', 'months', 'pursue', 'mutual', 'sexual', 'passion', 'whose', 'inevitable', 'stages', 'unfold', 'counterpoint', 'nine', 'liveconcert', 'songs']"
My Best Friend's Girl,"['Romance', 'Comedy']","['dustins', 'girlfriend', 'alexis', 'breaks', 'employs', 'best', 'buddy', 'tank', 'take', 'worst', 'rebound', 'date', 'imaginable', 'hopes', 'send', 'running', 'back', 'arms', 'tank', 'begins', 'really', 'fall', 'alexis', 'finds', 'impossible', 'position']"
Snow Dogs,"['Comedy', 'Family', 'Adventure']","['miami', 'dentist', 'inherits', 'team', 'sled', 'dogs', 'hes', 'got', 'learn', 'trade', 'lose', 'pack', 'crusty', 'mountain', 'man']"
White Girl,['Drama'],"['summer', 'new', 'york', 'city', 'college', 'girl', 'falls', 'hard', 'guy', 'met', 'night', 'partying', 'goes', 'wrong', 'goes', 'wild', 'extremes', 'get', 'back']"
The Strangers: Prey at Night,"['Horror', 'Thriller']","['familys', 'road', 'trip', 'takes', 'dangerous', 'turn', 'arrive', 'secluded', 'mobile', 'home', 'park', 'stay', 'relatives', 'find', 'mysteriously', 'deserted', 'cover', 'darkness', 'three', 'masked', 'killers', 'pay', 'visit', 'test', 'familys', 'every', 'limit', 'struggle', 'survive']"
The House,['Comedy'],"['scott', 'kate', 'johansen', '’', 's', 'daughter', 'gets', 'college', 'dreams', 'it', '’', 's', 'cause', 'celebration', 'scott', 'kate', 'learn', 'scholarship', 'counting', 'didn', '’', 't', 'come', 'they', '’', 're', 'hook', 'tuition', 'can', '’', 't', 'begin', 'afford', 'help', 'friend', 'neighbor', 'frank', 'also', 'need', 'major', 'payday', 'decide', 'open', 'illegal', 'casino', 'suburban', 'house', 'risking', 'everything', 'together', 'vegasstyle', 'bacchanal', 'money', 'flows', 'inhibitions', 'checked', 'door', 'bets']"
Alvin and the Chipmunks: The Squeakquel,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']","['pop', 'sensations', 'alvin', 'simon', 'theodore', 'end', 'care', 'dave', 'sevilles', 'twentysomething', 'nephew', 'toby', 'boys', 'must', 'put', 'aside', 'music', 'super', 'stardom', 'return', 'school', 'tasked', 'saving', 'schools', 'music', 'program', 'winning', '25000', 'prize', 'battle', 'bands', 'chipmunks', 'unexpectedly', 'meet', 'match', 'three', 'singing', 'chipmunks', 'known', 'chipettes', 'brittany', 'eleanor', 'jeanette', 'romantic', 'musical', 'sparks', 'ignited', 'chipmunks', 'chipettes', 'square']"
Ask Me Anything,['Drama'],"['beautiful', 'wild', 'funny', 'lost', 'katie', 'kampenfelt', 'takes', 'year', 'college', 'find', 'chronicling', 'adventures', 'anonymous', 'blog', 'pours', 'innermost', 'secrets', 'eventually', 'katies', 'fearless', 'narrative', 'begins', 'crack', 'dark', 'pieces', 'past', 'emerge']"
Indovina chi viene a Natale?,['Comedy'],"['extended', 'family', 'gathers', 'christmas', 'holidays', 'death', 'breadwinner', 'leonardo', 'sereni', 'famous', 'singer', 'eldest', 'son', 'julius', 'wife', 'marina', 'panettone', 'factory']"
Flubber,"['Comedy', 'Family', 'Science Fiction']","['professor', 'phillip', 'brainard', 'absent', 'minded', 'professor', 'works', 'assistant', 'weebo', 'trying', 'create', 'substance', 'thats', 'new', 'source', 'energy', 'save', 'medfield', 'college', 'sweetheart', 'sara', 'president', 'missed', 'wedding', 'twice', 'afternoon', 'third', 'wedding', 'professor', 'brainard', 'creates', 'flubber', 'allows', 'objects', 'fly', 'air']"
Viral,"['Drama', 'Horror', 'Science Fiction']","['following', 'outbreak', 'virus', 'wipes', 'majority', 'human', 'population', 'young', 'woman', 'documents', 'familys', 'new', 'life', 'quarantine', 'tries', 'protect', 'infected', 'sister']"
Horse Girl,['Drama'],"['socially', 'awkward', 'woman', 'fondness', 'arts', 'crafts', 'horses', 'supernatural', 'crime', 'shows', 'finds', 'increasingly', 'lucid', 'dreams', 'trickling', 'waking', 'life']"
Captive State,"['Science Fiction', 'Action', 'Horror', 'Thriller']","['nearly', 'decade', 'occupation', 'extraterrestrial', 'force', 'lives', 'chicago', 'neighborhood', 'sides', 'conflict', 'explored', 'workingclass', 'chicago', 'neighborhood', 'occupied', 'alien', 'force', 'nine', 'years', 'increased', 'surveillance', 'restriction', 'civil', 'rights', 'given', 'rise', 'authoritarian', 'system', 'dissent', 'among', 'populace']"
Dark Water,"['Horror', 'Mystery', 'Drama']","['dahlia', 'williams', 'daughter', 'cecelia', 'move', 'rundown', 'apartment', 'new', 'yorks', 'roosevelt', 'island', 'dahlia', 'midst', 'divorce', 'proceedings', 'apartment', 'though', 'near', 'excellent', 'school', 'daughter', 'afford', 'time', 'arrives', 'mysterious', 'occurrences—and', 'constant', 'drip', 'ceiling', 'daughters', 'bedroom…']"
Beverly Hills Ninja,"['Comedy', 'Action']","['haru', 'orphaned', 'american', 'washes', 'ashore', 'japan', 'mistaken', 'great', 'white', 'ninja', 'legend', 'raised', 'among', 'finest', 'ninjas', 'haru', 'grows', 'strong', 'big', 'big', 'grace', 'three', 'stooges', 'rolled', 'one', 'body', 'haru', 'embarrassment', 'clan', 'beautiful', 'blonde', 'pleads', 'help', 'haru', 'given', 'one', 'dangerous', 'disastrously', 'funny', 'chance', 'prove']"
Twin Murders: The Silence of the White City,"['Drama', 'Thriller']","['vitoriagasteiz', 'basque', 'country', 'spain', '2019', 'two', 'corpses', 'appear', 'crypt', 'old', 'cathedral', 'police', 'officer', 'unai', 'lópez', 'de', 'ayala', 'expert', 'criminal', 'profiling', 'must', 'hunt', 'ritual', 'murderer', 'terrorizing', 'city', 'two', 'decades']"
The Predator,"['Science Fiction', 'Action', 'Adventure']","['young', 'boy', 'accidentally', 'triggers', 'universes', 'lethal', 'hunters', 'return', 'earth', 'ragtag', 'crew', 'exsoldiers', 'disgruntled', 'scientist', 'prevent', 'end', 'human', 'race']"
The Beach Bum,['Comedy'],"['irreverent', 'comedy', 'misadventures', 'moondog', 'rebellious', 'stoner', 'lovable', 'rogue', 'lives', 'large']"
Wrong Turn 3: Left for Dead,"['Horror', 'Thriller']","['group', 'people', 'find', 'trapped', 'backwoods', 'west', 'virginia', 'fighting', 'lives', 'group', 'vicious', 'horribly', 'disfigured', 'inbred', 'cannibals']"
Amusement,"['Horror', 'Mystery']","['interrogated', 'police', 'psychiatrist', 'nearcatatonic', 'tabitha', 'tries', 'explain', 'two', 'childhood', 'friends', 'hunted', 'serial', 'killer', 'truth', 'thats', 'dying', 'come', 'weaves', 'together', 'three', 'tragic', 'secrets', 'past', 'two', 'girls', 'boyfriends', 'become', 'unwitting', 'targets', 'deadly', 'game']"
The Nutty Professor,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']","['eddie', 'murphy', 'stars', 'shy', 'dr', 'sherman', 'klump', 'kind', 'brilliant', 'calorifically', 'challenged', 'genetic', 'professor', 'beautiful', 'carla', 'purty', 'joins', 'university', 'faculty', 'sherman', 'grows', 'desperate', 'whittle', '400pound', 'frame', 'size', 'win', 'heart', 'one', 'swig', 'experimental', 'fatreducing', 'serum', 'sherman', 'becomes', 'buddy', 'love', 'fasttalking', 'pumpedup', 'plumped', 'juan']"
The Rage: Carrie 2,"['Horror', 'Thriller', 'Science Fiction']","['suicide', 'friend', 'rachel', 'never', 'felt', 'outside', 'one', 'person', 'reached', 'jessie', 'also', 'happens', 'part', 'popular', 'crowd', 'lives', 'torment', 'outsiders', 'like', 'rachel', 'something', 'else', 'separates', 'rest', 'secret', 'amazing', 'ability', 'move', 'things', 'mind', 'sue', 'snell', 'survivor', 'carrie', 'whites', 'rampage', 'twentytwo', 'years', 'ago', 'may', 'hold', 'key', 'helping', 'rachel', 'come', 'terms', 'awesome', 'unwanted', 'power', 'rachel', 'slowly', 'learns', 'trust', 'terrible', 'trap', 'laid', 'making', 'angry', 'could', 'prove', 'fatal']"
You Get Me,"['Thriller', 'Romance', 'Drama']","['arguing', 'girlfriend', 'ali', 'tyler', 'lands', 'arms', 'sexy', 'new', 'girl', 'holly', 'next', 'morning', 'finds', 'ali', 'agree', 'take', 'back', 'holly', 'new', 'student', 'school', 'dead', 'set', 'new', 'man']"
Serena,['Drama'],"['north', 'carolina', 'mountains', 'end', '1920s', '–', 'george', 'serena', 'pemberton', 'lovestruck', 'newlyweds', 'begin', 'build', 'timber', 'empire', 'serena', 'soon', 'proves', 'equal', 'man', 'overseeing', 'loggers', 'hunting', 'rattlesnakes', 'even', 'saving', 'man', '’', 's', 'life', 'wilderness', 'power', 'influence', 'hands', 'pembertons', 'refuse', 'let', 'anyone', 'stand', 'way', 'inflated', 'love', 'ambitions', 'however', 'serena', 'discovers', 'george', '’', 's', 'hidden', 'past', 'faces', 'unchangeable', 'fate', 'pemberton', '’', 's', 'passionate', 'marriage', 'begins', 'unravel', 'leading', 'toward', 'dramatic', 'reckoning']"
Hellraiser III: Hell on Earth,['Horror'],"['pinhead', 'trapped', 'pillar', 'souls', 'fortunately', 'bought', 'young', 'playboy', 'owns', 'nightclub', 'pinhead', 'busies', 'escaping', 'getting', 'playboy', 'lure', 'victims', 'presence', 'use', 'blood', 'free', 'seeks', 'destroy', 'puzzle', 'box', 'need', 'never', 'return', 'hell', 'female', 'reporter', 'investigating', 'grisly', 'murders', 'stands', 'way']"
Detention,"['Horror', 'Comedy', 'Science Fiction']","['killer', 'named', 'cinderhella', 'stalks', 'student', 'body', 'high', 'school', 'grizzly', 'lake', 'group', 'coeds', 'band', 'together', 'survive', 'theyre', 'serving', 'detention']"
Peter Pan & Wendy,"['Family', 'Fantasy', 'Action', 'Adventure']","['wendy', 'darling', 'young', 'girl', 'afraid', 'leave', 'childhood', 'home', 'behind', 'meets', 'peter', 'pan', 'boy', 'refuses', 'grow', 'alongside', 'brothers', 'tiny', 'fairy', 'tinker', 'bell', 'travels', 'peter', 'magical', 'world', 'neverland', 'encounters', 'evil', 'pirate', 'captain', 'captain', 'hook', 'embarks', 'thrilling', 'adventure', 'change', 'life', 'forever']"
Open Season 3,"['Adventure', 'Animation', 'Family', 'Comedy']","['boog', 'elliot', 'forest', 'friends', 'return', 'allnew', 'adventure', 'time', 'big', 'top', 'circus', 'comedy', 'begins', 'boogs', 'pals', 'choose', 'family', 'obligations', 'annual', 'guys', 'trip', 'disappointed', 'boog', 'decides', 'take', 'trip', 'leads', 'right', 'middle', 'circus', 'ringliterally', 'switches', 'places', 'devious', 'lookalike', 'circus', 'grizzly', 'falls', 'alluring', 'russian', 'troupe', 'member', 'hell', 'come', 'realize', 'maybe', 'dont', 'choose', 'family', 'friendship']"
The Last Legion,"['Action', 'Adventure', 'Fantasy', 'War']","['roman', 'empire', 'crumbles', 'young', 'romulus', 'augustus', 'flees', 'city', 'embarks', 'perilous', 'voyage', 'britain', 'track', 'legion', 'supporters']"
Rumor Has It...,"['Comedy', 'Romance']","['sarah', 'huttingers', 'return', 'home', 'fiance', 'convinces', 'sedate', 'proper', 'countryclub', 'lifestyle', 'family', 'isnt', '–', 'maybe', 'huttinger', 'family', 'isnt', 'even', '–', 'uncovers', 'secrets', 'suggest', 'huttingers', 'neither', 'sedate', 'proper']"
Semi-Pro,['Comedy'],"['jackie', 'moon', 'owner', 'promoter', 'coach', 'star', 'player', 'flint', 'michigan', 'tropics', 'american', 'basketball', 'association', 'aba', 'worst', 'team', 'league', '1976', 'aba', 'collapses', 'nba', 'plans', 'merge', 'best', 'teams', 'aba', 'end', 'season', 'top', 'four', 'teams', 'make', 'move', 'worst', 'teams', 'fold', 'tropics', 'want', 'make', 'nba', 'jackie', 'moon', 'must', 'rally', 'team', 'start', 'winning']"
